antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'Tahu tuna'}),frozenset({'Kinasih'}),0.061995430312262,0.09642041127189642,0.007463823305407464,0.12039312039312039,1.2486269121340212,1.0,0.0014861984177209683,1.0272538899785981,0.21228069012600168,0.04944500504540868,0.026530821878090922,0.09890114155516999
frozenset({'Lychee Tea ice'}),frozenset({'Kopi susu ice'}),0.11843107387661843,0.1581111957349581,0.023229246001523228,0.19614147909967844,1.240528718968583,1.0,0.004503967298715928,1.047309672505712,0.219939808094041,0.09170174383644017,0.045172572876676136,0.17152931373095676
frozenset({'Kopi susu ice'}),frozenset({'Lychee Tea ice'}),0.1581111957349581,0.11843107387661843,0.023229246001523228,0.14691714836223507,1.240528718968583,1.0,0.004503967298715928,1.033391920176251,0.23030606827288988,0.09170174383644017,0.03231292941651374,0.17152931373095676
frozenset({'Ayam Curry'}),frozenset({'Lychee Tea ice'}),0.040594059405940595,0.11843107387661843,0.005940594059405941,0.14634146341463414,1.2356677907615088,1.0,0.0011329960109491529,1.0326950277445328,0.19879071736656878,0.038805970149253737,0.03165990623189169,0.0982511175594071
frozenset({'Matcha ice'}),frozenset({'Basreng'}),0.05498857578065499,0.13914699162223915,0.009291698400609292,0.16897506925207756,1.214363798182692,1.0,0.0016402035071396296,1.0358931200812387,0.1867951400999884,0.050267820354346925,0.034649443446852904,0.11787560249686527
frozenset({'Tubruk Susu'}),frozenset({'Kentang goreng'}),0.08134044173648133,0.11675552170601676,0.011424219345011425,0.1404494382022472,1.2029361536826522,1.0,0.0019272736342706865,1.0275654714792746,0.18363787099983422,0.06119951040391678,0.026826000137579176,0.11914839816178896
frozenset({'Kirana'}),frozenset({'Kentang goreng'}),0.054455445544554455,0.11675552170601676,0.007616146230007616,0.13986013986013987,1.197888869121746,1.0,0.0012581722757195749,1.0268614666344684,0.17471204188481673,0.04655493482309125,0.026158802825182067,0.10254585597051351
frozenset({'Tahu tuna'}),frozenset({'Lychee Tea ice'}),0.061995430312262,0.11843107387661843,0.008682406702208682,0.14004914004914004,1.1825371117975618,1.0,0.0013402213148844318,1.0251387226634752,0.16456271402768038,0.05055432372505543,0.024522264263084993,0.10668051857762467
frozenset({'Roti bakar coklat'}),frozenset({'Kopi susu ice'}),0.04927646610814928,0.1581111957349581,0.00913937547600914,0.18547140649149924,1.1730441075305322,1.0,0.00134821449805652,1.0335902397713133,0.15516302170952498,0.046100653092585486,0.032498603874921754,0.12163743734979586
frozenset({'Kirana'}),frozenset({'Basreng'}),0.054455445544554455,0.13914699162223915,0.008834729626808835,0.16223776223776223,1.1659451659451658,1.0,0.0012574182018354162,1.0275624390485791,0.15052356020942412,0.04781533388293488,0.026823128212139977,0.11286491286491288
